Name,Age,Birth Year,Origin,Height,Weight,Category,Wins,Losses,Special Skills,Weapon of Choice,Patron Wealth,Equipment Quality,Public Favor,Injury History,Mental Resilience,Diet and Nutrition,Tactical Knowledge,Allegiance Network,Battle Experience,Psychological Profile,Health Status,Personal Motivation,Previous Occupation,Training Intensity,Battle Strategy,Social Standing,Crowd Appeal Techniques,Survived
Pompeius Valerius,38,228,Numidia,156,73,Murmillo,10,3,Endurance,Gladius (Sword),Medium,Standard,0.7443066094115621,Low,1.0641872241240755,Adequate,Advanced,Strong,13,Stoic,Good,Vengeance,Laborer,Medium,Balanced,Medium,Charismatic,False
Domitius Papirius,45,25,Rome,182,70,Thraex,8,3,Strength,Sica (Curved Sword),Medium,Standard,0.7669751212661308,Low,5.105457435029751,Adequate,Advanced,Strong,11,Aggressive,Good,Glory,Unemployed,Medium,Balanced,Medium,Flamboyant,True
Hostilius Hadrian,33,252,Gaul,178,62,Secutor,8,0,Novice,Gladius (Sword),Low,Basic,0.8177608654989683,Low,5.51106139069381,Poor,Intermediate,Strong,8,Aggressive,Excellent,Wealth,Unemployed,Medium,Aggressive,Medium,Intimidating,True
Novellius Germanicus,34,207,Thrace,193,75,Retiarius,5,0,Strength,Trident,Medium,Standard,0.6624421627402087,Low,4.960608532721105,Adequate,Advanced,Moderate,5,Calculative,Excellent,Wealth,Criminal,Medium,Balanced,Medium,Charismatic,False
Flavius Segulius,36,119,Greece,173,84,Retiarius,5,0,Agility,Net,High,Superior,0.7297145214441818,Low,8.884505863952882,Excellent,Advanced,Strong,5,Stoic,Excellent,Glory,Unemployed,Medium,Balanced,Low,Charismatic,True
Memmius Publius,37,13,Thrace,177,79,Retiarius,4,1,Agility,Trident,Low,Basic,0.6051009196793794,Low,2.4567213622116126,Poor,Advanced,Moderate,5,Aggressive,Good,Vengeance,Laborer,Low,Balanced,Medium,Intimidating,False
Segulius Lacerius,24,125,Germania,185,87,Hoplomachus,7,3,Novice,Dagger,High,Superior,0.7305906716110924,Low,6.638363038952057,Excellent,Intermediate,Strong,10,Aggressive,Excellent,Freedom,Laborer,Medium,Aggressive,High,Intimidating,True
Laelius Salvian,41,58,Germania,171,103,Secutor,7,0,Strength,Dagger,Medium,Standard,0.8311157887983496,Low,5.017689282342552,Adequate,Advanced,Strong,7,Calculative,Good,Vengeance,Laborer,Medium,Defensive,High,Humble,True
Rufinus Iunius,24,116,Gaul,169,70,Retiarius,7,1,Agility,Trident,Low,Basic,0.7468454879630515,Low,1.9087677798916889,Poor,Expert,Strong,8,Calculative,Excellent,Vengeance,Criminal,Medium,Defensive,Medium,Humble,False
Zeno Laetorius,30,162,Gaul,171,86,Provocator,12,5,Agility,Dagger,High,Superior,0.7363061669112727,High,6.166649274327234,Excellent,Advanced,Strong,17,Stoic,Excellent,Freedom,Laborer,Medium,Balanced,High,Flamboyant,True
Vitalis Blasius,44,6,Greece,171,71,Retiarius,10,3,Endurance,Net,Low,Basic,0.7063789163375935,Low,8.918570183963682,Poor,Expert,Strong,13,Calculative,Good,Survival,Laborer,Low,Balanced,High,Flamboyant,True
Maecilius Volumnius,35,37,Greece,194,75,Thraex,12,5,Novice,Sica (Curved Sword),High,Superior,0.7799242066939204,High,2.52897710101095,Excellent,Intermediate,Strong,17,Stoic,Good,Freedom,Criminal,Low,Balanced,Medium,Humble,True
Fabianus Cilnius,44,161,Germania,174,53,Retiarius,9,4,Strength,Net,Medium,Standard,0.6035717547225563,High,4.7935593684760285,Adequate,Expert,Moderate,13,Aggressive,Fair,Freedom,Laborer,Low,Balanced,Medium,Intimidating,True
Fulcinia Festus,31,30,Germania,158,46,Thraex,9,2,Strength,Dagger,High,Superior,0.8001066365057953,Low,2.9777167314340374,Excellent,Expert,Strong,11,Calculative,Excellent,Glory,Entertainer,Medium,Aggressive,High,Intimidating,True
Secundus Quintilianus,30,24,Germania,173,89,Provocator,10,1,Novice,Gladius (Sword),Low,Basic,0.8255765551589163,Low,4.140596589651256,Poor,Intermediate,Strong,11,Aggressive,Excellent,Vengeance,Laborer,Medium,Aggressive,High,Intimidating,True
Rufius Juvenalis,34,16,Gaul,176,85,Hoplomachus,7,0,Agility,Dagger,Medium,Standard,0.7919311516740974,Low,1.837619978098504,Adequate,Expert,Strong,7,Stoic,Excellent,Survival,Laborer,Medium,Balanced,Medium,Flamboyant,True
Catilius Sertorius,41,64,Thrace,172,81,Hoplomachus,13,3,Endurance,Dagger,Low,Basic,0.9408713359960512,Low,1.0580840922874262,Poor,Advanced,Strong,16,Aggressive,Good,Wealth,Laborer,Medium,Defensive,Medium,Humble,False
Albinius Curtius,19,135,Numidia,176,84,Murmillo,2,0,Tactics,Dagger,Medium,Standard,0.4943467581415181,Low,5.399081965949914,Adequate,Advanced,Moderate,2,Fearful,Excellent,Glory,Entertainer,Medium,Aggressive,Low,Intimidating,False
Plinius Lentulus,37,87,Numidia,166,91,Secutor,11,2,Agility,Dagger,Low,Basic,0.8599836273926572,Low,3.877308043899713,Poor,Expert,Strong,13,Aggressive,Good,Glory,Criminal,Low,Aggressive,High,Flamboyant,False
Ingenuus Marcellus,42,68,Numidia,174,71,Provocator,12,2,Novice,Dagger,High,Superior,0.8045985686045886,Low,5.5014208497389125,Excellent,Intermediate,Strong,14,Fearful,Good,Glory,Criminal,Medium,Balanced,Medium,Flamboyant,True
Sepullius Tacitus,20,149,Germania,186,123,Murmillo,5,1,Novice,Gladius (Sword),Medium,Standard,0.5886737598077012,Low,5.232950261909836,Adequate,Intermediate,Moderate,6,Fearful,Excellent,Vengeance,Laborer,Medium,Aggressive,Medium,Intimidating,True
Duronius Silvius,28,208,Germania,185,75,Murmillo,5,2,Endurance,Dagger,Medium,Standard,0.5267257981226342,High,1.0570723102795885,Adequate,Advanced,Moderate,7,Aggressive,Good,Wealth,Criminal,Low,Balanced,Medium,Charismatic,False
Egnatuleius Valerius,45,47,Greece,179,53,Provocator,2,0,Speed,Gladius (Sword),Medium,Standard,0.4497088439004238,Low,1.8390839751270107,Adequate,Advanced,Moderate,2,Calculative,Good,Glory,Entertainer,Medium,Aggressive,Low,Humble,False
Lollius Orestius,38,29,Gaul,173,84,Provocator,9,4,Endurance,Dagger,Medium,Standard,0.5770724194663239,High,3.233202113327429,Adequate,Advanced,Moderate,13,Fearful,Fair,Glory,Entertainer,Medium,Balanced,Low,Charismatic,False
Sestius Sicinius,44,18,Thrace,169,68,Provocator,9,1,Tactics,Gladius (Sword),High,Superior,0.7894774702268919,Low,0.9838541529548136,Excellent,Expert,Strong,10,Stoic,Good,Wealth,Unemployed,Medium,Defensive,High,Charismatic,False
Pius Fabianus,34,24,Thrace,158,78,Secutor,13,3,Novice,Dagger,Medium,Standard,0.9339392466572842,Low,8.808183780711808,Adequate,Intermediate,Strong,16,Aggressive,Excellent,Survival,Laborer,Medium,Balanced,Medium,Flamboyant,True
Decentius Granius,19,137,Numidia,173,89,Secutor,4,0,Speed,Dagger,Low,Basic,0.558034330404269,Low,8.137329470964284,Poor,Advanced,Moderate,4,Fearful,Excellent,Glory,Laborer,Medium,Aggressive,Low,Intimidating,False
Longinius Quintus,19,81,Gaul,181,118,Thraex,7,1,Novice,Sica (Curved Sword),Medium,Standard,0.8122048765103596,Low,5.768970093765632,Adequate,Basic,Strong,8,Fearful,Excellent,Wealth,Soldier,Low,Balanced,High,Flamboyant,True
Novellius Rufrius,18,219,Thrace,172,87,Hoplomachus,1,0,Novice,Spear,Medium,Standard,0.4153002846919968,Low,4.175012216354253,Adequate,Intermediate,Moderate,1,Stoic,Excellent,Wealth,Entertainer,High,Aggressive,Low,Humble,False
Brennus Hostilius,23,44,Numidia,175,70,Provocator,10,1,Tactics,Dagger,Low,Basic,0.83796425353777,Low,5.447289455299071,Poor,Advanced,Strong,11,Calculative,Excellent,Glory,Laborer,Low,Defensive,Medium,Charismatic,True
Numicius Pilus,23,37,Numidia,187,90,Secutor,5,0,Speed,Gladius (Sword),Low,Basic,0.6431835248409136,Low,2.9912602589456,Poor,Advanced,Moderate,5,Stoic,Excellent,Glory,Criminal,High,Balanced,Medium,Charismatic,False
Stertinius Cocceius,29,133,Germania,183,63,Hoplomachus,8,1,Speed,Dagger,Low,Basic,0.6940133803837255,Low,5.271838494291133,Poor,Expert,Moderate,9,Stoic,Excellent,Survival,Laborer,Medium,Balanced,Low,Intimidating,True
Januarius Germanicus,25,104,Rome,168,54,Provocator,6,4,Novice,Dagger,Medium,Standard,0.5675272402087163,Low,3.885040561333245,Adequate,Basic,Moderate,10,Aggressive,Excellent,Wealth,Unemployed,Medium,Balanced,Medium,Charismatic,False
Poppaedius Agrippa,20,36,Greece,163,81,Secutor,6,1,Novice,Dagger,Low,Basic,0.616555941774441,Low,5.039077804076566,Poor,Intermediate,Moderate,7,Calculative,Excellent,Survival,Criminal,High,Balanced,Medium,Intimidating,True
Crispinus Persius,19,173,Germania,170,78,Thraex,4,0,Novice,Sica (Curved Sword),High,Superior,0.5353052813324616,Low,7.580240727082064,Excellent,Intermediate,Strong,4,Calculative,Excellent,Wealth,Criminal,Medium,Balanced,Medium,Intimidating,False
Menenius Lucius,44,111,Numidia,161,81,Provocator,9,7,Novice,Gladius (Sword),High,Superior,0.4659785144607007,Low,1.356686661232254,Excellent,Basic,Strong,16,Fearful,Good,Glory,Laborer,Medium,Aggressive,Medium,Humble,False
Mescinius Nasidienus,29,102,Gaul,184,67,Retiarius,5,1,Strength,Net,Medium,Standard,0.72842379778005,Low,5.28768529065258,Adequate,Expert,Strong,6,Fearful,Excellent,Freedom,Laborer,Medium,Balanced,High,Flamboyant,False
Bonifacius Sextius,36,66,Greece,178,106,Hoplomachus,4,2,Agility,Spear,Low,Basic,0.4083610050693123,Low,3.372269547921388,Poor,Advanced,Moderate,6,Stoic,Good,Glory,Unemployed,Medium,Aggressive,Medium,Intimidating,False
Domitian Aemilius,31,105,Numidia,184,83,Hoplomachus,11,2,Endurance,Dagger,Medium,Standard,0.8848722028153654,Low,4.67836664014166,Adequate,Advanced,Strong,13,Stoic,Excellent,Freedom,Criminal,Low,Balanced,High,Flamboyant,True
Draco Seneca,33,68,Thrace,179,78,Murmillo,7,4,Agility,Gladius (Sword),Low,Basic,0.5555344078564516,Low,4.821786104957968,Poor,Expert,Moderate,11,Calculative,Excellent,Wealth,Criminal,Medium,Defensive,Medium,Intimidating,False
Betilienus Magnentius,45,121,Germania,173,87,Retiarius,11,6,Novice,Trident,Medium,Standard,0.664729804985687,High,3.287539010132114,Adequate,Intermediate,Moderate,17,Aggressive,Fair,Survival,Unemployed,Medium,Balanced,Medium,Charismatic,False
Bruttius Sextius,30,84,Greece,169,67,Murmillo,6,1,Endurance,Dagger,High,Superior,0.6516174270532514,Low,8.393150119318454,Excellent,Expert,Strong,7,Fearful,Excellent,Wealth,Laborer,Low,Balanced,High,Humble,True
Florianus Constantinus,38,68,Rome,174,57,Secutor,9,1,Novice,Dagger,High,Superior,0.7821954098267855,High,4.836497547094445,Excellent,Intermediate,Strong,10,Stoic,Good,Survival,Unemployed,Medium,Balanced,Low,Humble,True
Cornelius Avidius,45,9,Numidia,159,93,Murmillo,8,3,Speed,Dagger,Medium,Standard,0.6653462513229107,Low,3.3446153337902373,Adequate,Advanced,Moderate,11,Stoic,Good,Freedom,Criminal,Low,Aggressive,Medium,Charismatic,False
Silius Dacian,22,32,Rome,167,80,Secutor,5,0,Strength,Gladius (Sword),Medium,Standard,0.7184511419556261,Low,9.535849406848136,Adequate,Expert,Strong,5,Fearful,Excellent,Vengeance,Soldier,High,Balanced,High,Flamboyant,True
Statilius Nautius,33,69,Germania,165,90,Hoplomachus,7,1,Strength,Dagger,Medium,Standard,0.5833747407100435,Low,7.460435313179901,Adequate,Advanced,Moderate,8,Aggressive,Excellent,Survival,Entertainer,Medium,Balanced,Medium,Humble,True
Porcius Quinctilius,28,220,Numidia,185,72,Retiarius,10,2,Speed,Trident,Low,Basic,0.8455840836708544,High,5.260222834374771,Poor,Expert,Strong,12,Calculative,Good,Glory,Criminal,Medium,Balanced,High,Intimidating,True
Festinius Scribonius,18,75,Germania,171,72,Provocator,2,0,Novice,Dagger,Low,Basic,0.5348817777681099,Low,5.115530815552029,Poor,Intermediate,Moderate,2,Fearful,Excellent,Wealth,Soldier,High,Aggressive,Medium,Intimidating,False
Dacian Salvius,18,55,Thrace,169,71,Thraex,5,2,Speed,Sica (Curved Sword),Low,Basic,0.6008357334489607,High,5.224897046450169,Poor,Advanced,Moderate,7,Calculative,Excellent,Survival,Entertainer,Low,Defensive,Low,Intimidating,False
Cornificius Cordius,24,226,Gaul,196,80,Hoplomachus,3,0,Strength,Dagger,Low,Basic,0.5438894435109426,Low,4.368829251867766,Poor,Advanced,Moderate,3,Aggressive,Excellent,Vengeance,Soldier,High,Balanced,Medium,Intimidating,False
Ingenuus Pilus,29,33,Germania,172,94,Thraex,13,4,Agility,Sica (Curved Sword),Low,Basic,0.9169534679873288,High,4.328387508715241,Poor,Expert,Strong,17,Calculative,Good,Freedom,Criminal,Medium,Balanced,Low,Intimidating,True
Seneca Vincentius,25,285,Gaul,188,70,Hoplomachus,4,0,Agility,Dagger,Medium,Standard,0.5261571370963315,Low,6.069758947918593,Adequate,Expert,Moderate,4,Stoic,Excellent,Glory,Entertainer,Low,Defensive,Medium,Intimidating,False
Naevius Mallius,37,20,Thrace,180,65,Retiarius,9,4,Speed,Trident,Medium,Standard,0.6538406198936263,Low,4.5711127930892665,Adequate,Expert,Moderate,13,Aggressive,Good,Freedom,Laborer,Medium,Balanced,Medium,Charismatic,True
Lucretius Longinius,24,294,Gaul,164,74,Hoplomachus,5,0,Tactics,Spear,High,Superior,0.5991025940552863,Low,6.7077317817488815,Excellent,Advanced,Strong,5,Calculative,Excellent,Freedom,Unemployed,Medium,Balanced,High,Intimidating,True
Marcus Flavius,41,74,Thrace,171,92,Murmillo,20,5,Tactics,Dagger,Medium,Standard,0.9371526441911748,High,1.007991726033126,Adequate,Expert,Strong,25,Fearful,Fair,Survival,Criminal,Medium,Aggressive,High,Flamboyant,True
Duronius Tiberius,32,22,Germania,181,46,Retiarius,13,7,Agility,Trident,Low,Basic,0.6622051336729973,High,1.009485166855451,Poor,Advanced,Moderate,20,Calculative,Good,Survival,Criminal,Medium,Balanced,Low,Humble,False
Florianus Balbus,42,124,Rome,188,94,Secutor,6,1,Agility,Dagger,High,Superior,0.6491374855298719,Low,6.819570869486899,Excellent,Expert,Strong,7,Calculative,Good,Wealth,Criminal,Medium,Defensive,Medium,Charismatic,True
Rabirius Sidonius,25,115,Numidia,175,83,Secutor,6,3,Speed,Dagger,Medium,Standard,0.5876224639555461,Low,3.4189264312819505,Adequate,Expert,Moderate,9,Calculative,Excellent,Vengeance,Entertainer,Low,Aggressive,Low,Charismatic,False
Fundanus Galerius,36,55,Gaul,179,93,Hoplomachus,11,4,Novice,Dagger,Medium,Standard,0.7926390785635471,Low,0.971204776424384,Adequate,Intermediate,Strong,15,Fearful,Good,Wealth,Entertainer,Medium,Balanced,High,Humble,False
Sornatius Nazarius,27,46,Gaul,189,55,Murmillo,4,1,Agility,Gladius (Sword),Low,Basic,0.56070302693814,Low,5.203779233342815,Poor,Advanced,Moderate,5,Stoic,Excellent,Survival,Laborer,Low,Balanced,Medium,Charismatic,False
Bruttius Suetonius,28,148,Germania,173,112,Thraex,4,0,Novice,Dagger,Low,Basic,0.6014064021849105,Low,1.690955396026815,Poor,Intermediate,Moderate,4,Calculative,Excellent,Survival,Entertainer,Medium,Balanced,Low,Humble,False
Modius Valens,21,66,Rome,167,98,Secutor,4,1,Novice,Dagger,Medium,Standard,0.5766363969221461,Low,6.670292012327497,Adequate,Basic,Moderate,5,Aggressive,Excellent,Glory,Criminal,Low,Balanced,Medium,Intimidating,False
Rufrius Segulius,42,51,Gaul,177,51,Thraex,9,0,Novice,Dagger,Medium,Standard,0.8475594549741138,Low,3.6763270263651866,Adequate,Basic,Strong,9,Fearful,Good,Glory,Entertainer,Medium,Balanced,Low,Intimidating,True
Draco Licinius,21,129,Greece,162,58,Provocator,7,4,Agility,Gladius (Sword),Medium,Standard,0.5803367180853994,Low,6.659970888471816,Adequate,Advanced,Moderate,11,Aggressive,Excellent,Survival,Soldier,High,Aggressive,Medium,Humble,True
Cosconius Donatus,41,69,Thrace,165,106,Secutor,10,1,Strength,Gladius (Sword),Low,Basic,0.8041292700159915,Low,8.10853718087239,Poor,Advanced,Strong,11,Fearful,Good,Glory,Criminal,Medium,Aggressive,Medium,Flamboyant,True
Laurentius Ingenuus,43,84,Gaul,165,82,Retiarius,11,3,Strength,Trident,High,Superior,0.7847446424115024,High,1.0295450045318535,Excellent,Expert,Strong,14,Aggressive,Fair,Freedom,Entertainer,Low,Balanced,High,Humble,False
Gratian Nero,25,32,Numidia,175,73,Retiarius,12,3,Novice,Net,Medium,Standard,0.958104137879997,High,5.829503862590796,Adequate,Basic,Strong,15,Fearful,Excellent,Glory,Laborer,Medium,Balanced,Medium,Flamboyant,True
Juvenalis Nerva,45,14,Numidia,185,90,Thraex,14,4,Strength,Sica (Curved Sword),High,Superior,0.9242235647588852,Low,4.206199319538794,Excellent,Expert,Strong,18,Aggressive,Good,Wealth,Laborer,Medium,Balanced,Low,Charismatic,True
Rebilus Numicius,38,172,Germania,179,73,Thraex,11,1,Novice,Sica (Curved Sword),Medium,Standard,0.9403803902316904,Low,3.1322024888903868,Adequate,Intermediate,Strong,12,Aggressive,Good,Wealth,Laborer,Medium,Aggressive,Low,Flamboyant,True
Nigidius Cethegus,33,253,Thrace,177,61,Provocator,13,3,Endurance,Dagger,High,Superior,0.8921822455223163,Low,2.050263855830916,Excellent,Expert,Strong,16,Fearful,Excellent,Survival,Criminal,Low,Balanced,High,Charismatic,True
Januarius Numitorius,24,171,Greece,181,69,Retiarius,5,0,Speed,Net,Low,Basic,0.6981259765128234,Low,8.533648655217238,Poor,Advanced,Moderate,5,Stoic,Excellent,Freedom,Soldier,Medium,Aggressive,Medium,Intimidating,True
Poppaedius Julius,21,60,Thrace,181,94,Provocator,5,0,Novice,Gladius (Sword),High,Superior,0.6622554589237215,Low,2.176048546996616,Excellent,Intermediate,Strong,5,Aggressive,Excellent,Vengeance,Unemployed,Medium,Aggressive,Medium,Intimidating,False
Salvidienus Naevius,26,33,Thrace,182,81,Hoplomachus,9,4,Agility,Dagger,Low,Basic,0.5970735194612697,Low,3.271818658186258,Poor,Expert,Moderate,13,Stoic,Excellent,Glory,Criminal,Medium,Aggressive,Medium,Charismatic,False
Cloelius Octavius,31,44,Thrace,196,73,Hoplomachus,10,4,Tactics,Spear,High,Superior,0.7621096860489114,High,2.792184238429544,Excellent,Advanced,Strong,14,Aggressive,Good,Glory,Laborer,Low,Balanced,Medium,Humble,True
Mamilius Sextius,27,80,Rome,174,103,Secutor,3,1,Novice,Gladius (Sword),Low,Basic,0.496247486021115,Low,6.726365198353765,Poor,Intermediate,Moderate,4,Aggressive,Excellent,Wealth,Criminal,Medium,Balanced,Low,Humble,False
Quintilianus Catius,39,34,Germania,178,79,Provocator,8,6,Novice,Gladius (Sword),Medium,Standard,0.5087945815763906,Low,2.544659760478773,Adequate,Intermediate,Moderate,14,Fearful,Good,Survival,Entertainer,Low,Balanced,Medium,Humble,False
Modius Tacitus,34,143,Germania,154,80,Thraex,6,1,Novice,Sica (Curved Sword),Low,Basic,0.6974575480663893,Low,5.338048871498167,Poor,Intermediate,Moderate,7,Aggressive,Excellent,Survival,Criminal,Low,Balanced,Medium,Humble,True
Pompeius Vespasian,31,331,Greece,178,64,Thraex,12,0,Novice,Sica (Curved Sword),High,Superior,0.9750965590820676,Low,7.189544708607542,Excellent,Intermediate,Strong,12,Calculative,Excellent,Vengeance,Entertainer,Medium,Balanced,Medium,Flamboyant,True
Castorius Cloelius,39,35,Greece,170,91,Murmillo,7,1,Tactics,Dagger,High,Superior,0.651014332663023,Low,1.1283504376098905,Excellent,Expert,Strong,8,Calculative,Excellent,Freedom,Laborer,Medium,Balanced,Medium,Charismatic,True
Sidonius Paelignus,39,13,Numidia,189,82,Secutor,5,2,Novice,Dagger,High,Superior,0.6082198671055442,Low,5.344469153579973,Excellent,Intermediate,Strong,7,Fearful,Excellent,Freedom,Entertainer,Medium,Balanced,High,Humble,False
Castorius Orestius,28,128,Thrace,179,93,Secutor,10,1,Novice,Gladius (Sword),High,Superior,0.8904433665355631,Low,4.81937960241094,Excellent,Basic,Strong,11,Stoic,Excellent,Survival,Criminal,Medium,Aggressive,Low,Humble,True
Florianus Laecanius,25,185,Rome,158,80,Thraex,5,0,Novice,Sica (Curved Sword),Low,Basic,0.6540956875293017,High,3.849711898303999,Poor,Basic,Moderate,5,Calculative,Excellent,Glory,Entertainer,Medium,Balanced,Medium,Humble,False
Herennius Sallustius,44,102,Numidia,164,66,Retiarius,7,2,Novice,Net,High,Superior,0.7966684714908305,Low,3.661902303090868,Excellent,Intermediate,Strong,9,Stoic,Good,Survival,Laborer,Medium,Aggressive,High,Charismatic,True
Cantilius Fabrinius,35,76,Gaul,177,76,Provocator,5,0,Endurance,Dagger,Low,Basic,0.6182426314082642,Low,6.598730040298912,Poor,Expert,Moderate,5,Stoic,Excellent,Survival,Entertainer,Medium,Aggressive,Medium,Humble,True
Sextius Iuventius,34,46,Germania,178,78,Retiarius,11,3,Tactics,Net,Medium,Standard,0.7283435570581682,Low,4.1834235385274825,Adequate,Advanced,Strong,14,Fearful,Excellent,Glory,Laborer,Medium,Defensive,High,Humble,True
Geta Palpellius,36,42,Numidia,184,62,Hoplomachus,7,0,Strength,Dagger,Medium,Standard,0.8038330635394664,Low,2.02293108769794,Adequate,Expert,Strong,7,Fearful,Good,Glory,Criminal,Medium,Aggressive,Medium,Charismatic,True
Regulus Mucius,29,102,Rome,184,105,Thraex,10,2,Tactics,Sica (Curved Sword),Medium,Standard,0.8548292172621103,Low,7.505532426850668,Adequate,Expert,Strong,12,Calculative,Excellent,Freedom,Unemployed,Medium,Defensive,Low,Humble,True
Sicinius Fabrinius,29,86,Thrace,174,67,Secutor,7,3,Agility,Dagger,High,Superior,0.5910232068499508,High,4.687991195721398,Excellent,Advanced,Strong,10,Stoic,Excellent,Survival,Criminal,Medium,Balanced,Medium,Humble,True
Marcus Aurelianus,20,159,Greece,175,81,Thraex,4,1,Tactics,Dagger,High,Superior,0.5069442568696088,Low,4.922037887841273,Excellent,Advanced,Strong,5,Aggressive,Excellent,Freedom,Criminal,Low,Aggressive,Medium,Charismatic,False
Cato Maxentius,21,173,Numidia,178,75,Murmillo,8,1,Novice,Dagger,Medium,Standard,0.7613847101532447,Low,6.417794199286244,Adequate,Intermediate,Strong,9,Stoic,Excellent,Vengeance,Criminal,Medium,Balanced,Medium,Intimidating,True
